#Format version: 1.0
time[us],accX[g],accY[g],accZ[g],
375856439,0.018,-0.025,-1.013,
375894963,0.019,-0.025,-1.013,
375933486,0.018,-0.025,-1.013,
375972009,0.019,-0.025,-1.014,
376010533,0.018,-0.025,-1.014,
376049056,0.018,-0.025,-1.013,
376087579,0.018,-0.025,-1.013,
376126103,0.019,-0.025,-1.013,
376164626,0.018,-0.025,-1.013,
376203149,0.019,-0.025,-1.014,
376241673,0.018,-0.025,-1.013,
376280196,0.018,-0.025,-1.014,
376318719,0.018,-0.026,-1.014,
376357242,0.018,-0.025,-1.013,
376395766,0.018,-0.025,-1.013,
376434290,0.018,-0.025,-1.013,
376472812,0.019,-0.025,-1.014,
376511336,0.018,-0.025,-1.013,
376549859,0.018,-0.026,-1.013,
376588383,0.018,-0.026,-1.013,
376626906,0.019,-0.025,-1.014,
376665429,0.018,-0.025,-1.014,
376703953,0.018,-0.025,-1.014,
376742476,0.019,-0.025,-1.013,
376780999,0.018,-0.025,-1.013,
376819523,0.018,-0.025,-1.014,
376858046,0.018,-0.025,-1.014,
376896569,0.019,-0.025,-1.014,
376935093,0.018,-0.025,-1.014,
376973616,0.018,-0.025,-1.013,
377012140,0.018,-0.025,-1.013,
377050663,0.018,-0.025,-1.014,
377089186,0.018,-0.026,-1.013,
377127710,0.019,-0.025,-1.013,
377166233,0.018,-0.025,-1.014,
377204757,0.018,-0.025,-1.013,
377243280,0.018,-0.025,-1.013,
377281803,0.018,-0.025,-1.014,
377320326,0.018,-0.025,-1.013,
377358849,0.018,-0.025,-1.014,
377397373,0.019,-0.025,-1.013,
377435896,0.019,-0.025,-1.014,
377474420,0.018,-0.025,-1.014,
377512943,0.018,-0.025,-1.013,
377551466,0.018,-0.025,-1.014,
377589990,0.019,-0.025,-1.013,
377628513,0.019,-0.025,-1.014,
377667037,0.018,-0.025,-1.014,
377705560,0.018,-0.025,-1.013,
377744083,0.019,-0.026,-1.013,
377782606,0.018,-0.025,-1.014,
377821130,0.018,-0.025,-1.014,
377859653,0.019,-0.025,-1.013,
377898176,0.019,-0.026,-1.014,
377936700,0.018,-0.026,-1.013,
377975224,0.019,-0.025,-1.013,
378013747,0.018,-0.025,-1.014,
378052270,0.018,-0.025,-1.013,
378090794,0.018,-0.025,-1.013,
378129317,0.018,-0.025,-1.013,
378167840,0.018,-0.025,-1.013,
378206363,0.018,-0.025,-1.014,
378244887,0.018,-0.025,-1.014,
378283410,0.018,-0.025,-1.014,
